text,true_text,around_text,description_mistake,source,is_mistake,type_mistake,students_degree
"С помощью подготовленного набора данных обученная нейронная сеть способна распознавать обширную информацию об эмоциональном состоянии человека с учетом того, что он находится в определенной среде. ","С помощью подготовленного набора данных обученная нейронная сеть способна распознавать обширную информацию об эмоциональном состоянии человека с учетом того, что он находится в определенной среде. ","Еще одним решением [4] в области распознавания эмоций является разработка, представленная в статье «Распознавание эмоций в контексте». В данной работе компьютерное зрение используется для классификации эмоций человека, которые он может испытывать в условиях неконтролируемой среды. В виде набора данных было подготовлено около 30 эмоциональных категорий. С помощью подготовленного набора данных обученная нейронная сеть способна распознавать обширную информацию об эмоциональном состоянии человека с учетом того, что он находится в определенной среде. Однако у этой
работы есть недостаток. Нейронная сеть способна распознавать эмоции только
по заранее подготовленным и загруженным изображениям человека и
окружающего мира.",нет ошибки,https://www.hse.ru/edu/vkr/620909542,0.0,нет ошибки,бакалавриат
"Этот метод позволяет повысить достоверность эмоций, которые человек испытывает в данный момент. ","Этот метод позволяет повысить достоверность определения эмоций, которые человек испытывает в данный момент. ","Одним из наиболее существенных недостатков аналогов является то, что результат испытываемых эмоций определяется только по распознаванию голоса и речи человека или только по фотографиям человека, испытывающего какие-либо эмоции в какой-либо обстановке. В этой же работе включены дополнительные предикторы в виде параметров видеоизображения человека - источника голоса. Этот метод позволяет повысить достоверность эмоций, которые человек испытывает в данный момент. Таким образом, их определение будет осуществляться посредством нескольких встроенных функциональных возможностей, в отличие от единственного этапа — распознавания голоса или только изображений в представленных аналогах.",информация несоответствует конетексту,https://www.hse.ru/edu/vkr/620909542,1.0,лексическая,бакалавриат
" Сверточная нейронная сеть (CNN) – это модель нейронной сети с глубоким обучением, расширяющая возможности многослойного перцептрона, которая предназначена для обработки входящего набора данных, чаще имеющих сеточную структуру, к примеру для распознавания изображений."," Сверточная нейронная сеть (CNN) – это модель нейронной сети с глубоким обучением, расширяющая возможности многослойного перцептрона, которая предназначена для обработки входящего набора данных, чаще имеющих сеточную структуру, к примеру для распознавания изображений.","Сверточная нейронная сеть (CNN) – это модель нейронной сети с глубоким обучением, расширяющая возможности многослойного перцептрона, которая предназначена для обработки входящего набора данных, чаще имеющих сеточную структуру, к примеру для распознавания изображений. Работа данной нейронной сети заключается в выделении значительных особенностей изображения и по мере работы к выявлению незначительных деталей. Таким образом, на протяжении процесса нейронная сеть занимается фильтрацией второстепенных деталей и выделяет наиболее существенные признаки.
По своей сути сверточные нейронные сети основаны на алгоритме многослойного перцептрона.",нет ошибки,https://www.hse.ru/edu/vkr/620909542,0.0,нет ошибки,бакалавриат
HTTP сообщения делятся на запросы от клиента и ответы от сервера.,HTTP сообщения делятся на запросы от клиента и ответы от сервера.,"Также HTTP может использоваться для получения только необходимых частей документа при помощи AJAX запросов. Между сервером и клиентом могут быть посредники, так называемые прокси, которые могут играть роль в обработке запросов. HTTP сообщения делятся на запросы от клиента и ответы от сервера. Эти сообщения состоят из определенной текстовой информации, которую разработчики не создают самостоятельно, за них эту работу делают браузер, прокси или сервер. На рисунке 2 изображен стандартный HTTP-запрос.",нет ошибки,https://www.hse.ru/edu/vkr/620909542,0.0,нет ошибки,бакалавриат
 WebStorm IDE – одна из самых распространенных сред для разработки на языке программирования JavaScript от компании JetBrains., WebStorm IDE – одна из самых распространенных сред для разработки на языке программирования JavaScript от компании JetBrains.,"WebStorm IDE – одна из самых распространенных сред для разработки на языке программирования JavaScript от компании JetBrains. Данная среда гораздо упрощает разработку начиная от незамысловатых мини-приложений заканчивая крупными прогрессивными веб-приложениями более известными как PWA. Также имеет поддержку Git для удобства версионирования
проектов.",нет ошибки,https://www.hse.ru/edu/vkr/620909542,0.0,нет ошибки,бакалавриат
"Степень вовлеченности студентов в процесс занятия измерима при помощи степени детекции эмоциональной активности, а также расчета времени фокусировки взгляда на объекте занятия, таком как экран монитора компьютера, доска в аудитории или парта. ","Степень вовлеченности студентов в процесс занятия измерима при помощи детекции эмоциональной активности, а также расчета времени фокусировки взгляда на объекте занятия, таком как экран монитора компьютера, доска в аудитории или парта. ","Далее распознавание эмоций может помочь для мониторинга психоэмоционального состояния студентов. Негативные базовые эмоции, такие как злость, страх и грусть имеют негативный эффект на способность к запоминанию новой информации. Данные о проявлении эмоций на занятиях могут быть получены из их внешних проявлений. Степень вовлеченности студентов в процесс занятия измерима при помощи степени детекции эмоциональной активности, а также расчета времени фокусировки взгляда на объекте занятия, таком как экран монитора компьютера, доска в аудитории или парта. Это позволит с высокой степенью объективности оценивать эффективность преподавания.",ошибка спричинно-следственной связи,https://www.hse.ru/edu/vkr/468976016,1.0,логическая,бакалавриат
"Системы, такие как Examus, способны не только проводить
аутентификацию, чтобы удостовериться, что, например, проходящий экзамен
студент именно тот, за кого он себя выдает, а также отслеживать направление взгляда, присутствие посторонних предметов в кадре и окон на экране фскомпьютера.","Системы, такие как Examus, способны не только проводить аутентификацию, чтобы удостовериться, что, например, проходящий экзамен студент именно тот, за кого он себя выдает, а также отслеживать направление взгляда, присутствие посторонних предметов в кадре и окон на экране фскомпьютера.","В этой работе нас интересуют способы применения СРЛ в области образования. На данный момент существует большое количество систем прокторинга – комплексов контроля активности студентов при
дистанционном обучении, также часто интегрируемые в системы управления обучения. Системы, такие как Examus, способны не только проводить аутентификацию, чтобы удостовериться, что, например, проходящий экзамен студент именно тот, за кого он себя выдает, а также отслеживать направление взгляда, присутствие посторонних предметов в кадре и окон на экране компьютера. Всё это служит для обеспечения добросовестности на экзамене и оценки вовлеченности на обычных занятиях. Серьезным плюсом является возможность развёртывания системы на аппаратной базе, что позволяет
обеспечить безопасность конфиденциальных данных",нет ошибки,https://www.hse.ru/edu/vkr/468976016,0.0,нет ошибки,бакалавриат
"Несколько аудиторий МИЭМ (504, 305, 306, 307) оснащены камерами для автоматической и режиссерской многокамерной видеозаписи, трансляции проводимых там занятий и мероприятий.","Несколько аудиторий МИЭМ (504, 305, 306, 307) оснащены камерами для автоматической и режиссерской многокамерной видеозаписи, трансляции проводимых там занятий и мероприятий.","Несколько аудиторий МИЭМ (504, 305, 306, 307) оснащены камерами для автоматической и режиссерской многокамерной видеозаписи, трансляции проводимых там занятий и мероприятий. Одна из камер в этих комнатах – широкоугольная, чтобы видеть весь зал. Записи с этой камеры используется для анализа эмоций, вовлеченности, подсчета количества слушателей в зале, распознавания и запоминания лиц. ",нет ошибки,https://www.hse.ru/edu/vkr/468976016,0.0,нет ошибки,бакалавриат
"При работе с моделями машинного обучения необходимы наборы данных, размеченные для конкретных классов.","При работе с моделями машинного обучения необходимы наборы данных, размеченные для конкретных классов.","При работе с моделями машинного обучения необходимы наборы данных, размеченные для конкретных классов. Это важно не только при обучении и эвалюации моделей, но и для сравнения уже готовых моделей, доступных для использования и интеграции. Сравнение алгоритмов поиска лиц проходило по следующему сценарию. Из видеозаписей, на которых предполагается применение системы, были извлечены 15 кадров с разным составом аудитории и освещением. ",нет ошибки,https://www.hse.ru/edu/vkr/468976016,0.0,нет ошибки,бакалавриат
"А так как разрабатываемое приложение не требует ни многопользовательского доступа, ни сложных связей сущностей внутри БД, а процессорное время будет по большей степени идти на обработку видеозаписей, приоритетнее будет высокая скорость записи и получения данных.","А так как разрабатываемое приложение не требует ни многопользовательского доступа, ни сложных связей сущностей внутри БД, а процессорное время будет в большей степени идти на обработку видеозаписей, приоритетнее будет высокая скорость записи и получения данных.","Для веб-приложений на Python самыми популярными реляционными системами управления баз данных являются SQLite3, MySQL и PostgreSQL. Как видно из таблицы 4, самым широким функционалом обладает PostgreSQL. Также эта СУБД обладает и самым широким диапазоном поддерживаемых типов данных. Однако это и имеет свои недостатки, прежде всего значительно медленнее остальных СУБД. А так как разрабатываемое приложение не требует ни многопользовательского доступа, ни сложных связей сущностей внутри БД, а процессорное время будет по большей степени идти на обработку
видеозаписей, приоритетнее будет высокая скорость записи и получения данных. По этой причине была выбрана СУБД SQLite.",неверная речеваяконструкция,https://www.hse.ru/edu/vkr/468976016,1.0,речевая,бакалавриат
Основным способом для отслеживания возгорания лесов является визуальное обнаружение пожаров людьми со специальных смотровых вышек ,Основным способом для отслеживания  лесных пожаров является их визуальное обнаружение  людьми со специальных смотровых вышек ,"Причинами естественных пожаров могут служить: разряд молнии, трение, деревьев, возгорания торфяников. Основным способом для отслеживания возгорания лесов является визуальное обнаружение пожаров людьми со специальных смотровых вышек, данный метод используется очень давно и требует постоянного визуального контроля человеком. Также пожары отслеживают с помощью регулярных профилактических авиационных рейдов и визуального контроля с камеры самолета. ","Предпочтение формы ""пожаров"" вместо ""возгораний"", а также изменение числа существительных для согласования.",https://www.hse.ru/edu/vkr/923852161,1.0,стилистическая,бакалавриат
"Для написания будет использоваться библиотека PyTorch, …","Для разработки будет использоваться библиотека PyTorch, …","Для написания моделей и подсчет метрик будет использоваться язык Python, для выполнения вычислений на GPU будет использоваться Google Colab и dataspere.
Для написания будет использоваться библиотека PyTorch, эта библиотека включает в себя огромное количество инструментов для работы с различными аспектами машинного обучения. В ней содержатся инструменты для выполнения операций на GPU для ускорения вычислений и распараллеливания процессов, есть много готовых функций для вычисления различных метрик и написания слоев моделей.","Использование слова ""написание"" вместо ""разработка"".",https://www.hse.ru/edu/vkr/923852161,1.0,стилистическая,бакалавриат
Модель правильно предсказала класс санитарного состояние дерева – здоровые.,Модель корректно предсказала класс санитарного состояние дерева – здоровые. ,"Для здорового дерева получился следующий результат Рисунок 12. Модель правильно предсказала класс санитарного состояние дерева – здоровые. Для дальнейшего тестирования было передано изображение с сухим деревом Рисунок 13, приложение выдало результат «Старой сухости», что
является правильным классом для изображения.","Замена ""правильной"" на более точное ""корректной"".",https://www.hse.ru/edu/vkr/923852161,1.0,стилистическая,бакалавриат
"Для получения значения метрик реализован метод «get_stats», …","Для получения значений метрик используется метод 'get_stats', …","Для постепенного уменьшения шага обучения используется функция torch.optiom.lr_sheduler.StepLr с шагом 30 и gamma=0.1, это означает, что каждые 30 эпох шаг обучения будет уменьшаться в 10 раз, это необходимо, что модель смогла наиболее близкое значение к глобальному минимуму. Для получения значения метрик реализован метод «get_stats», которые возвращает значения метрик, полученных при обучении для каждой эпохи. В качестве функции для подсчета ошибки используется функция nn.CrossEntropyLoss, в качестве классификатора используется nn.Linear, для подсчета метрики accuracy используется функция accuracy из библиотеки torchmetrics.functional.","Некорректное употребление формы слова ""метрики""",https://www.hse.ru/edu/vkr/923852161,1.0,грамматическая,бакалавриат
"..., для подсчета метрики accuracy используется функция …","..., для оценки метрики accuracy используется функция …","Для получения значения метрик реализован метод «get_stats», которые возвращает значения метрик, полученных при обучении для каждой эпохи. В качестве функции для подсчета ошибки используется функция nn.CrossEntropyLoss, в качестве классификатора используется nn.Linear, для подсчета метрики accuracy используется функция accuracy из библиотеки torchmetrics.functional. Также в классе будет флаг для включения сохранения весов модели, для того чтобы сохранить параметры наилучшей модели и использовать ее в приложении.","Корректное выражение ""оценка по метрикам"" вместо ""подсчета метрики"".",https://www.hse.ru/edu/vkr/923852161,1.0,стилистическая,бакалавриат
"Авторы использовали сверточные нейронные сети для выделения признаков изображения, после этого полученные признаки использовали в рекуррентной нейронной сети LSTM для наблюдения динамики состояния растения. В качестве сверточной сети сравнивали VGG-16, Inception-V3, с замененным полносвязным слоем на global average pooling, полносвязного слоя и выходного слоя. ","Авторы применили архитектуру с использованием сверточных нейронных механизмов для извлечения характеристик изображений, после чего эти данные были переданы в рекуррентную структуру LSTM для отслеживания изменений в состоянии растения. В качестве сверточной части сравнивались VGG-16 и Inception-V3, где полносвязный слой был заменен на глобальное среднее объединение, с добавлением полносвязного и выходного слоев.","В качестве исследуемых растений были взяты семена нута Pusa-372, которые устойчивы к недостатку воды и JG-62 чувствительные к недостатку воды. Авторы использовали сверточные нейронные сети для выделения признаков изображения, после этого полученные признаки использовали в рекуррентной нейронной сети LSTM для наблюдения динамики состояния растения. В качестве сверточной сети сравнивали VGG-16, Inception-V3, с замененным полносвязным слоем на global average pooling, полносвязного слоя и выходного слоя. Признаки, полученные из этих моделей, передавались в LSTM predictor для выявления состояния растения. ",Предпочтение более точного описания функции сверточных слоев.,https://www.hse.ru/edu/vkr/923852161,1.0,стилистическая,бакалавриат
"Так как модель предсказывает результаты не по одному изображению, а по батчу, …","Так как модель предсказывает результаты не по одному изображению, а по целому набору изображений (батчу), …","Для подачи изображения в модель нужно выполнить трансформации изображения, нужно изменить ее размер на 224x224 с помощью функции torchvision.transforms.Resize, преобразовать изображение в тензор с помощью функции torchvision.transforms.ToTensor и нормализовать тензоры с помощью функции torchvision.transforms.Normalize, параметры для нормализации должны совпадать с параметрами, полученными на обучающей выборке. Так как модель предсказывает результаты не по одному изображению, а по батчу, нужно добавить еще одну размерность для тензора, для этого изображение после трансформаций нужно передать в функцию torch.stack, после этого данные можно передавать для предсказания модели, после этого нужно передать полученные признаки в классификатор, который выдаст предсказание с тем, какому классу принадлежит объект на изображении. Для вывода нового результата в объекте с текстом необходимо вызвать метод configure и передать параметр text с полученным предсказанием.","Некорректное объяснение термина ""батч"".",https://www.hse.ru/edu/vkr/923852161,1.0,логическая,бакалавриат
"Пожары наносят непоправимый вред лесной растительности, нарушается естественная фауна и разрушаются почвы, ухудшается качество воздуха.","Пожары наносят непоправимый вред лесной растительности, нарушается естественная фауна, и разрушаются почвы, ухудшается качество воздуха.","Во время горения древесного покрова в атмосферу попадает огромное количество углекислого газа, метана и озона, что негативно сказывается на ""глобальном потеплении"". Пожары наносят непоправимый вред лесной растительности, нарушается естественная фауна и разрушаются почвы, ухудшается качество воздуха. По статистике от 90% [2] всех пожаров возникает по вине человека и 60– 70% из них возникает около населенных пунктов, но такие пожары являются менее опасными, чем пожары, случившиеся по естественным причинам.","Отсутствие запятых перед ""и""  в сложносочиненном предложении.",https://www.hse.ru/edu/vkr/923852161,1.0,пунктуационная,бакалавриат
"По статистике от 90% всех пожаров возникает по вине человека и 60– 70% из них возникает около населенных пунктов, но такие пожары являются менее опасными, чем пожары, случившиеся по естественным причинам.","По статистике, 90% всех возгораний происходит по вине человека, и 60–70% из них возникает вблизи населенных пунктов, однако такие случаи менее опасны, чем те, что вызваны природными факторами.","Пожары наносят непоправимый вред лесной растительности, нарушается естественная фауна и разрушаются почвы, ухудшается качество воздуха. По статистике от 90% [2] всех пожаров возникает по вине человека и 60– 70% из них возникает около населенных пунктов, но такие пожары являются менее опасными, чем пожары, случившиеся по естественным причинам. Пожары, возникшие по естественным причинам, сложнее зарегистрировать, в момент получения информации о возникновении пожара большая территория оказывается уже охваченной им, что требует больших усилий для его тушения.","Тавтология. Повторение слов ""пожары""",https://www.hse.ru/edu/vkr/923852161,1.0,речевая,бакалавриат
"Пожары, возникшие по естественным причинам, сложнее зарегистрировать, в момент получения информации о возникновении пожара большая территория оказывается уже охваченной им, …","Пожары, вызванные природными факторами, сложнее зафиксировать, и к моменту получения информации об их начале значительная территория уже оказывается охваченной огнем, …","По статистике от 90% [2] всех пожаров возникает по вине человека и 60– 70% из них возникает около населенных пунктов, но такие пожары являются менее опасными, чем пожары, случившиеся по естественным причинам. Пожары, возникшие по естественным причинам, сложнее зарегистрировать, в момент получения информации о возникновении пожара большая территория оказывается уже охваченной им, что требует больших усилий для его тушения. Причинами естественных пожаров могут служить: разряд молнии, трение деревьев, возгорания торфяников.","Тавтология. Повторение слов ""пожары""",https://www.hse.ru/edu/vkr/923852161,1.0,речевая,бакалавриат
"Количество эпох для обучения выбрано 75, так как за это время модели успеют обучиться и будет возможность на графиках найти лучшие параметры для использования модели. ","Количество эпох для обучения выбрано 75, так как за это время модели успеют обучиться, и будет возможность на графиках найти лучшие параметры для использования модели. ","Для обучения моделей используется функция pl.Trainer из библиотеки PyTorch lightning, в качестве ускорителя вычисления передается параметр «gpu» для обучения на видеопамяти видеокарты и передается параметр со значение количества эпох для обучения. Количество эпох для обучения выбрано 75, так как за это время модели успеют обучиться и будет возможность на графиках найти лучшие параметры для использования модели. Для старта обучения вызывается метод «fit», у полученного объекта и передается модель для обучения, тренировочный набора данных и набор для валидации. ","Отсутствие запятой перед ""и"" в сложноподчиненном предложении.",https://www.hse.ru/edu/vkr/923852161,1.0,пунктуационная,бакалавриат
"По статистике федеральной службы государственной статистики в 2022 году от лесных пожаров погибло 188236,8 га лесов.","По статистике федеральной службы государственной статистики в 2022 году от лесных пожаров погибло 158359,4 га лесов.","Ежегодно в России погибает большое количество лесов, по статистике федеральной службы государственной статистики в 2022 году [1] от лесных пожаров погибло 188236,8 га лесов, наибольшее число лесных насаждений пострадало от пожара ","В таблице указано, что лесные пожары уничтожили 158359,4 га, а не 188236,8 га​",https://www.hse.ru/edu/vkr/923852161,1.0,фактическая,бакалавриат
От 90% всех пожаров возникает по вине человека.,От 70–80% всех лесных пожаров возникает по вине человека.,По статистике от 90% всех пожаров возникает по вине человека и 60–70% из них происходит около населенных пунктов. Эти пожары являются менее опасными.,"Данные о доле пожаров, вызванных человеком, варьируются от 70 до 80%, а не 90%​",https://www.hse.ru/edu/vkr/923852161,1.0,фактическая,бакалавриат
Полученные изображения были поданы на вход в модель SVM (Support Vector Machine) [15] основанной на регрессионном методе с гауссовым ядром для классификации болезни растения ,"Полученные изображения были поданы на вход в модель SVM (Support Vector Machine) [15], основанной на регрессионном методе с гауссовым ядром для классификации болезни растения ","Он использовал предобработку данных для приведения всех данных к одному размеру и типу, после этого он использовал сегментацию и изменение цвета изображения для нахождения участков с заражением листа, после этого переводил в изображение в формат grayscale, на этих изображениях были выделены участки, подверженные заражению. Полученные изображения были поданы на вход в модель SVM (Support Vector Machine) [15] основанной на регрессионном методе с гауссовым ядром для классификации болезни растения. Используя такой подход, у него получилось добиться результата 83.26 по метрике accuracy при предсказании конкретной болезни растении. ","Отсутствие запятой перед ""основанной"" перед вводным словом",https://www.hse.ru/edu/vkr/923852161,1.0,пунктуационная,бакалавриат
"…,  лучшие результаты показывали модели Inception-v3, vgg-16, resnet50, …","..., лучшие результаты показывали модели Inception-v3, VGG-16, ResNet50, …","Кроме того, авторы отметили, что модель yolo работает быстрее остальных моделей и может за доли секунд сделать предсказание по изображению за счет того, что у этой модели есть множество версий, в том числе и легковесные модели.
Во всех исследованиях использовались модели машинного обучения, основанные на сверточных слоях, лучшие результаты показывали модели Inception-v3, vgg-16, resnet50, недостаток этих моделей — это производительность, так как их сложно использовать на мобильных устройствах. Кроме того, некоторые авторы предлагали использовать модели с сегментаций для того, чтобы можно было определять несколько объектов на изображении. ",Аббривиатуры ResNet и VGG написаны не так как во всем документе,https://www.hse.ru/edu/vkr/923852161,1.0,фактическая,бакалавриат
"Для этого в работе были проанализированы различные способы определения состояния растений и различные модели машинного обучения, …","Для этого в работе были проанализированы различные способы определения состояния растений и модели машинного обучения, …","В данной выпускной рассмотрены способы классификации санитарного состояния деревьев. Для этого в работе были проанализированы различные способы определения состояния растений и различные модели машинного обучения, включающие в себя нейронные сети со сверточными слоями. В работе собран набор данных для обучения нейронной сети, предсказывающей санитарное состояния деревьев. ","Тавтология. Повторение слова ""различные""",https://www.hse.ru/edu/vkr/923852161,1.0,речевая,бакалавриат
"Для работы с нейронной сетью было написано приложение с интерфейсом, …","Для работы с нейронной сетью было разработано приложение с интерфейсом, …","Сравнение проводилось по различным метрикам, на основе них выбрана модель, которая лучше всего определяла состояния дерева по входному изображению. Для работы с нейронной сетью было написано приложение с интерфейсом, которое на вход принимает изображение и выводит класс, к которому относится дерево на изображении.Выпускная квалификационная работа состоит из 59 страниц, включая 13 иллюстраций, 9 таблиц, 51 использованных источника и 2 приложения.","Правильный термин для программ — ""разработка"", а не ""написание"".",https://www.hse.ru/edu/vkr/923852161,1.0,семантическая,бакалавриат
